<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,26/10/18,15:54,109180.0000000,109210.0000000,109180.0000000,109190.0000000,430
SPFB.RTS-12.18,1,26/10/18,15:55,109210.0000000,109240.0000000,109180.0000000,109220.0000000,280
SPFB.RTS-12.18,1,26/10/18,15:56,109230.0000000,109240.0000000,109050.0000000,109090.0000000,2135
SPFB.RTS-12.18,1,26/10/18,15:57,109090.0000000,109140.0000000,109070.0000000,109140.0000000,643
SPFB.RTS-12.18,1,26/10/18,15:58,109130.0000000,109140.0000000,109060.0000000,109100.0000000,725
SPFB.RTS-12.18,1,26/10/18,15:59,109100.0000000,109170.0000000,109090.0000000,109170.0000000,527
SPFB.RTS-12.18,1,26/10/18,16:00,109180.0000000,109200.0000000,109140.0000000,109140.0000000,827
SPFB.RTS-12.18,1,26/10/18,16:01,109140.0000000,109150.0000000,109050.0000000,109130.0000000,772
SPFB.RTS-12.18,1,26/10/18,16:02,109130.0000000,109180.0000000,109130.0000000,109170.0000000,588
SPFB.RTS-12.18,1,26/10/18,16:03,109170.0000000,109220.0000000,109150.0000000,109210.0000000,377
SPFB.RTS-12.18,1,26/10/18,16:04,109210.0000000,109230.0000000,109160.0000000,109220.0000000,1058
SPFB.RTS-12.18,1,26/10/18,16:05,109220.0000000,109240.0000000,109200.0000000,109200.0000000,775
SPFB.RTS-12.18,1,26/10/18,16:06,109200.0000000,109240.0000000,109120.0000000,109200.0000000,1253
SPFB.RTS-12.18,1,26/10/18,16:07,109210.0000000,109280.0000000,109190.0000000,109230.0000000,832
SPFB.RTS-12.18,1,26/10/18,16:08,109220.0000000,109220.0000000,109150.0000000,109150.0000000,341
SPFB.RTS-12.18,1,26/10/18,16:09,109140.0000000,109170.0000000,109060.0000000,109070.0000000,856
SPFB.RTS-12.18,1,26/10/18,16:10,109070.0000000,109130.0000000,109070.0000000,109100.0000000,515
SPFB.RTS-12.18,1,26/10/18,16:11,109110.0000000,109110.0000000,109000.0000000,109050.0000000,1875
SPFB.RTS-12.18,1,26/10/18,16:12,109050.0000000,109190.0000000,109020.0000000,109150.0000000,1087
SPFB.RTS-12.18,1,26/10/18,16:13,109140.0000000,109230.0000000,109130.0000000,109210.0000000,1013
SPFB.RTS-12.18,1,26/10/18,16:14,109220.0000000,109300.0000000,109200.0000000,109300.0000000,812
SPFB.RTS-12.18,1,26/10/18,16:15,109300.0000000,109310.0000000,109240.0000000,109270.0000000,551
SPFB.RTS-12.18,1,26/10/18,16:16,109270.0000000,109280.0000000,109210.0000000,109240.0000000,295
SPFB.RTS-12.18,1,26/10/18,16:17,109220.0000000,109290.0000000,109210.0000000,109220.0000000,428
SPFB.RTS-12.18,1,26/10/18,16:18,109220.0000000,109220.0000000,109130.0000000,109160.0000000,801
SPFB.RTS-12.18,1,26/10/18,16:19,109160.0000000,109230.0000000,109150.0000000,109210.0000000,549
SPFB.RTS-12.18,1,26/10/18,16:20,109210.0000000,109210.0000000,109150.0000000,109170.0000000,424
SPFB.RTS-12.18,1,26/10/18,16:21,109170.0000000,109230.0000000,109150.0000000,109230.0000000,317
SPFB.RTS-12.18,1,26/10/18,16:22,109230.0000000,109240.0000000,109190.0000000,109240.0000000,328
SPFB.RTS-12.18,1,26/10/18,16:23,109240.0000000,109250.0000000,109220.0000000,109250.0000000,90
SPFB.RTS-12.18,1,26/10/18,16:24,109230.0000000,109310.0000000,109220.0000000,109290.0000000,267
SPFB.RTS-12.18,1,26/10/18,16:25,109290.0000000,109330.0000000,109240.0000000,109240.0000000,425
SPFB.RTS-12.18,1,26/10/18,16:26,109240.0000000,109320.0000000,109240.0000000,109240.0000000,285
SPFB.RTS-12.18,1,26/10/18,16:27,109250.0000000,109280.0000000,109220.0000000,109230.0000000,182
SPFB.RTS-12.18,1,26/10/18,16:28,109220.0000000,109260.0000000,109210.0000000,109220.0000000,251
SPFB.RTS-12.18,1,26/10/18,16:29,109230.0000000,109280.0000000,109220.0000000,109230.0000000,390
SPFB.RTS-12.18,1,26/10/18,16:30,109230.0000000,109240.0000000,109150.0000000,109150.0000000,427
SPFB.RTS-12.18,1,26/10/18,16:31,109160.0000000,109290.0000000,109130.0000000,109220.0000000,930
SPFB.RTS-12.18,1,26/10/18,16:32,109230.0000000,109320.0000000,109170.0000000,109210.0000000,1013
SPFB.RTS-12.18,1,26/10/18,16:33,109200.0000000,109210.0000000,109010.0000000,109010.0000000,2102
SPFB.RTS-12.18,1,26/10/18,16:34,109030.0000000,109040.0000000,108920.0000000,108960.0000000,3109
SPFB.RTS-12.18,1,26/10/18,16:35,108960.0000000,109060.0000000,108920.0000000,109000.0000000,1541
SPFB.RTS-12.18,1,26/10/18,16:36,109000.0000000,109290.0000000,108970.0000000,109270.0000000,2404
SPFB.RTS-12.18,1,26/10/18,16:37,109280.0000000,109380.0000000,109270.0000000,109370.0000000,1681
SPFB.RTS-12.18,1,26/10/18,16:38,109370.0000000,109430.0000000,109360.0000000,109380.0000000,1247
SPFB.RTS-12.18,1,26/10/18,16:39,109370.0000000,109380.0000000,109200.0000000,109230.0000000,1189
SPFB.RTS-12.18,1,26/10/18,16:40,109240.0000000,109330.0000000,109110.0000000,109200.0000000,1381
SPFB.RTS-12.18,1,26/10/18,16:41,109210.0000000,109320.0000000,109200.0000000,109260.0000000,819
SPFB.RTS-12.18,1,26/10/18,16:42,109270.0000000,109270.0000000,109150.0000000,109210.0000000,733
SPFB.RTS-12.18,1,26/10/18,16:43,109240.0000000,109280.0000000,109110.0000000,109170.0000000,752
SPFB.RTS-12.18,1,26/10/18,16:44,109180.0000000,109310.0000000,109180.0000000,109290.0000000,1140
SPFB.RTS-12.18,1,26/10/18,16:45,109280.0000000,109330.0000000,109200.0000000,109310.0000000,1108
SPFB.RTS-12.18,1,26/10/18,16:46,109290.0000000,109420.0000000,109290.0000000,109410.0000000,1406
SPFB.RTS-12.18,1,26/10/18,16:47,109410.0000000,109410.0000000,109280.0000000,109360.0000000,1088
SPFB.RTS-12.18,1,26/10/18,16:48,109370.0000000,109370.0000000,109280.0000000,109330.0000000,576
SPFB.RTS-12.18,1,26/10/18,16:49,109350.0000000,109470.0000000,109330.0000000,109400.0000000,1930
SPFB.RTS-12.18,1,26/10/18,16:50,109410.0000000,109470.0000000,109370.0000000,109450.0000000,892
SPFB.RTS-12.18,1,26/10/18,16:51,109430.0000000,109440.0000000,109320.0000000,109350.0000000,843
SPFB.RTS-12.18,1,26/10/18,16:52,109360.0000000,109380.0000000,109310.0000000,109380.0000000,455
SPFB.RTS-12.18,1,26/10/18,16:53,109380.0000000,109400.0000000,109260.0000000,109270.0000000,778
SPFB.RTS-12.18,1,26/10/18,16:54,109260.0000000,109260.0000000,109140.0000000,109210.0000000,1254
SPFB.RTS-12.18,1,26/10/18,16:55,109210.0000000,109290.0000000,109170.0000000,109190.0000000,914
SPFB.RTS-12.18,1,26/10/18,16:56,109200.0000000,109290.0000000,109200.0000000,109250.0000000,556
SPFB.RTS-12.18,1,26/10/18,16:57,109260.0000000,109360.0000000,109220.0000000,109230.0000000,1382
SPFB.RTS-12.18,1,26/10/18,16:58,109240.0000000,109300.0000000,109180.0000000,109270.0000000,944
SPFB.RTS-12.18,1,26/10/18,16:59,109280.0000000,109300.0000000,109230.0000000,109260.0000000,280
SPFB.RTS-12.18,1,26/10/18,17:00,109270.0000000,109300.0000000,109210.0000000,109250.0000000,493
SPFB.RTS-12.18,1,26/10/18,17:01,109260.0000000,109260.0000000,108970.0000000,109010.0000000,2285
SPFB.RTS-12.18,1,26/10/18,17:02,108990.0000000,109010.0000000,108820.0000000,108830.0000000,3443
SPFB.RTS-12.18,1,26/10/18,17:03,108820.0000000,108940.0000000,108810.0000000,108840.0000000,2458
SPFB.RTS-12.18,1,26/10/18,17:04,108840.0000000,108930.0000000,108820.0000000,108900.0000000,1084
SPFB.RTS-12.18,1,26/10/18,17:05,108890.0000000,108960.0000000,108790.0000000,108800.0000000,1738
SPFB.RTS-12.18,1,26/10/18,17:06,108800.0000000,108810.0000000,108660.0000000,108690.0000000,4685
SPFB.RTS-12.18,1,26/10/18,17:07,108680.0000000,108750.0000000,108660.0000000,108700.0000000,3534
SPFB.RTS-12.18,1,26/10/18,17:08,108710.0000000,108730.0000000,108620.0000000,108670.0000000,2881
SPFB.RTS-12.18,1,26/10/18,17:09,108670.0000000,108730.0000000,108610.0000000,108720.0000000,1808
SPFB.RTS-12.18,1,26/10/18,17:10,108700.0000000,108810.0000000,108670.0000000,108770.0000000,1075
SPFB.RTS-12.18,1,26/10/18,17:11,108760.0000000,108890.0000000,108750.0000000,108870.0000000,1677
SPFB.RTS-12.18,1,26/10/18,17:12,108860.0000000,108930.0000000,108830.0000000,108850.0000000,1392
SPFB.RTS-12.18,1,26/10/18,17:13,108850.0000000,108880.0000000,108790.0000000,108850.0000000,1264
SPFB.RTS-12.18,1,26/10/18,17:14,108850.0000000,108850.0000000,108770.0000000,108840.0000000,1075
SPFB.RTS-12.18,1,26/10/18,17:15,108850.0000000,108870.0000000,108800.0000000,108840.0000000,1344
SPFB.RTS-12.18,1,26/10/18,17:16,108830.0000000,108860.0000000,108780.0000000,108800.0000000,1476
SPFB.RTS-12.18,1,26/10/18,17:17,108810.0000000,108950.0000000,108800.0000000,108890.0000000,1285
SPFB.RTS-12.18,1,26/10/18,17:18,108890.0000000,108920.0000000,108840.0000000,108870.0000000,577
SPFB.RTS-12.18,1,26/10/18,17:19,108880.0000000,108910.0000000,108800.0000000,108820.0000000,716
SPFB.RTS-12.18,1,26/10/18,17:20,108810.0000000,108900.0000000,108810.0000000,108900.0000000,549
SPFB.RTS-12.18,1,26/10/18,17:21,108900.0000000,108910.0000000,108860.0000000,108870.0000000,386
SPFB.RTS-12.18,1,26/10/18,17:22,108870.0000000,108890.0000000,108810.0000000,108840.0000000,760
SPFB.RTS-12.18,1,26/10/18,17:23,108850.0000000,109010.0000000,108840.0000000,109010.0000000,1580
SPFB.RTS-12.18,1,26/10/18,17:24,109010.0000000,109070.0000000,108980.0000000,109040.0000000,984
SPFB.RTS-12.18,1,26/10/18,17:25,109050.0000000,109100.0000000,109020.0000000,109050.0000000,939
SPFB.RTS-12.18,1,26/10/18,17:26,109060.0000000,109220.0000000,109050.0000000,109180.0000000,2387
SPFB.RTS-12.18,1,26/10/18,17:27,109160.0000000,109180.0000000,109030.0000000,109040.0000000,1142
SPFB.RTS-12.18,1,26/10/18,17:28,109040.0000000,109140.0000000,109040.0000000,109090.0000000,952
SPFB.RTS-12.18,1,26/10/18,17:29,109090.0000000,109170.0000000,109070.0000000,109090.0000000,1239
SPFB.RTS-12.18,1,26/10/18,17:30,109080.0000000,109130.0000000,108940.0000000,108970.0000000,1069
SPFB.RTS-12.18,1,26/10/18,17:31,108960.0000000,109010.0000000,108900.0000000,108950.0000000,1609
SPFB.RTS-12.18,1,26/10/18,17:32,108950.0000000,109040.0000000,108950.0000000,109020.0000000,840
SPFB.RTS-12.18,1,26/10/18,17:33,109010.0000000,109040.0000000,108880.0000000,108880.0000000,1144
SPFB.RTS-12.18,1,26/10/18,17:34,108890.0000000,108960.0000000,108870.0000000,108920.0000000,655
SPFB.RTS-12.18,1,26/10/18,17:35,108920.0000000,109070.0000000,108910.0000000,109040.0000000,1183
SPFB.RTS-12.18,1,26/10/18,17:36,109040.0000000,109120.0000000,108980.0000000,109080.0000000,554
SPFB.RTS-12.18,1,26/10/18,17:37,109080.0000000,109100.0000000,108990.0000000,109070.0000000,745
SPFB.RTS-12.18,1,26/10/18,17:38,109070.0000000,109150.0000000,109030.0000000,109110.0000000,594
SPFB.RTS-12.18,1,26/10/18,17:39,109100.0000000,109110.0000000,108990.0000000,108990.0000000,394
SPFB.RTS-12.18,1,26/10/18,17:40,109000.0000000,109060.0000000,108930.0000000,109060.0000000,989
SPFB.RTS-12.18,1,26/10/18,17:41,109060.0000000,109130.0000000,109010.0000000,109070.0000000,929
SPFB.RTS-12.18,1,26/10/18,17:42,109060.0000000,109130.0000000,109010.0000000,109030.0000000,985
SPFB.RTS-12.18,1,26/10/18,17:43,109030.0000000,109100.0000000,108970.0000000,109030.0000000,682
SPFB.RTS-12.18,1,26/10/18,17:44,109040.0000000,109060.0000000,108990.0000000,108990.0000000,707
SPFB.RTS-12.18,1,26/10/18,17:45,108990.0000000,109080.0000000,108990.0000000,109020.0000000,579
SPFB.RTS-12.18,1,26/10/18,17:46,109010.0000000,109020.0000000,108810.0000000,108830.0000000,2179
SPFB.RTS-12.18,1,26/10/18,17:47,108830.0000000,108830.0000000,108780.0000000,108800.0000000,1167
SPFB.RTS-12.18,1,26/10/18,17:48,108800.0000000,108920.0000000,108800.0000000,108890.0000000,857
SPFB.RTS-12.18,1,26/10/18,17:49,108900.0000000,108960.0000000,108860.0000000,108920.0000000,942
SPFB.RTS-12.18,1,26/10/18,17:50,108930.0000000,108970.0000000,108890.0000000,108940.0000000,567
SPFB.RTS-12.18,1,26/10/18,17:51,108940.0000000,109020.0000000,108910.0000000,108990.0000000,667
SPFB.RTS-12.18,1,26/10/18,17:52,109000.0000000,109020.0000000,108940.0000000,108970.0000000,1050
SPFB.RTS-12.18,1,26/10/18,17:53,108960.0000000,108960.0000000,108850.0000000,108900.0000000,774
SPFB.RTS-12.18,1,26/10/18,17:54,108910.0000000,108910.0000000,108860.0000000,108890.0000000,314
SPFB.RTS-12.18,1,26/10/18,17:55,108880.0000000,109030.0000000,108880.0000000,108960.0000000,971
SPFB.RTS-12.18,1,26/10/18,17:56,108980.0000000,109010.0000000,108950.0000000,108980.0000000,917
SPFB.RTS-12.18,1,26/10/18,17:57,108990.0000000,109070.0000000,108930.0000000,108940.0000000,2260
SPFB.RTS-12.18,1,26/10/18,17:58,108940.0000000,108940.0000000,108780.0000000,108820.0000000,1165
SPFB.RTS-12.18,1,26/10/18,17:59,108830.0000000,108920.0000000,108820.0000000,108850.0000000,622
SPFB.RTS-12.18,1,26/10/18,18:00,108840.0000000,108930.0000000,108800.0000000,108880.0000000,726
SPFB.RTS-12.18,1,26/10/18,18:01,108890.0000000,108980.0000000,108850.0000000,108960.0000000,1003
SPFB.RTS-12.18,1,26/10/18,18:02,108960.0000000,109000.0000000,108940.0000000,108950.0000000,671
SPFB.RTS-12.18,1,26/10/18,18:03,108940.0000000,108970.0000000,108870.0000000,108960.0000000,744
SPFB.RTS-12.18,1,26/10/18,18:04,108950.0000000,108990.0000000,108880.0000000,108890.0000000,812
SPFB.RTS-12.18,1,26/10/18,18:05,108900.0000000,108940.0000000,108850.0000000,108900.0000000,710
SPFB.RTS-12.18,1,26/10/18,18:06,108890.0000000,108920.0000000,108840.0000000,108920.0000000,507
SPFB.RTS-12.18,1,26/10/18,18:07,108920.0000000,109060.0000000,108900.0000000,109050.0000000,1571
SPFB.RTS-12.18,1,26/10/18,18:08,109050.0000000,109150.0000000,109020.0000000,109140.0000000,1512
SPFB.RTS-12.18,1,26/10/18,18:09,109130.0000000,109300.0000000,109130.0000000,109220.0000000,2591
SPFB.RTS-12.18,1,26/10/18,18:10,109220.0000000,109220.0000000,109110.0000000,109140.0000000,659
SPFB.RTS-12.18,1,26/10/18,18:11,109150.0000000,109190.0000000,109090.0000000,109150.0000000,496
SPFB.RTS-12.18,1,26/10/18,18:12,109160.0000000,109160.0000000,109020.0000000,109160.0000000,738
SPFB.RTS-12.18,1,26/10/18,18:13,109150.0000000,109240.0000000,109130.0000000,109170.0000000,674
SPFB.RTS-12.18,1,26/10/18,18:14,109180.0000000,109200.0000000,109090.0000000,109110.0000000,407
SPFB.RTS-12.18,1,26/10/18,18:15,109090.0000000,109230.0000000,109090.0000000,109210.0000000,550
SPFB.RTS-12.18,1,26/10/18,18:16,109200.0000000,109290.0000000,109170.0000000,109270.0000000,1508
SPFB.RTS-12.18,1,26/10/18,18:17,109280.0000000,109310.0000000,109220.0000000,109270.0000000,1399
SPFB.RTS-12.18,1,26/10/18,18:18,109250.0000000,109290.0000000,109230.0000000,109290.0000000,568
SPFB.RTS-12.18,1,26/10/18,18:19,109290.0000000,109390.0000000,109240.0000000,109340.0000000,1765
SPFB.RTS-12.18,1,26/10/18,18:20,109340.0000000,109390.0000000,109210.0000000,109260.0000000,1313
SPFB.RTS-12.18,1,26/10/18,18:21,109270.0000000,109330.0000000,109240.0000000,109270.0000000,986
SPFB.RTS-12.18,1,26/10/18,18:22,109270.0000000,109300.0000000,109240.0000000,109290.0000000,643
SPFB.RTS-12.18,1,26/10/18,18:23,109300.0000000,109340.0000000,109220.0000000,109240.0000000,1129
SPFB.RTS-12.18,1,26/10/18,18:24,109230.0000000,109240.0000000,109160.0000000,109240.0000000,938
SPFB.RTS-12.18,1,26/10/18,18:25,109240.0000000,109360.0000000,109230.0000000,109310.0000000,1321
SPFB.RTS-12.18,1,26/10/18,18:26,109320.0000000,109350.0000000,109250.0000000,109310.0000000,597
SPFB.RTS-12.18,1,26/10/18,18:27,109320.0000000,109400.0000000,109310.0000000,109360.0000000,1305
SPFB.RTS-12.18,1,26/10/18,18:28,109350.0000000,109370.0000000,109260.0000000,109320.0000000,645
SPFB.RTS-12.18,1,26/10/18,18:29,109310.0000000,109400.0000000,109290.0000000,109370.0000000,829
SPFB.RTS-12.18,1,26/10/18,18:30,109380.0000000,109400.0000000,109290.0000000,109300.0000000,756
SPFB.RTS-12.18,1,26/10/18,18:31,109310.0000000,109380.0000000,109300.0000000,109360.0000000,1215
SPFB.RTS-12.18,1,26/10/18,18:32,109370.0000000,109410.0000000,109360.0000000,109390.0000000,994
SPFB.RTS-12.18,1,26/10/18,18:33,109400.0000000,109420.0000000,109350.0000000,109390.0000000,990
SPFB.RTS-12.18,1,26/10/18,18:34,109390.0000000,109440.0000000,109380.0000000,109400.0000000,1020
SPFB.RTS-12.18,1,26/10/18,18:35,109420.0000000,109570.0000000,109380.0000000,109510.0000000,4188
SPFB.RTS-12.18,1,26/10/18,18:36,109530.0000000,109710.0000000,109530.0000000,109580.0000000,6721
SPFB.RTS-12.18,1,26/10/18,18:37,109580.0000000,109610.0000000,109500.0000000,109510.0000000,1302
SPFB.RTS-12.18,1,26/10/18,18:38,109510.0000000,109650.0000000,109510.0000000,109530.0000000,1759
SPFB.RTS-12.18,1,26/10/18,18:39,109540.0000000,109560.0000000,109470.0000000,109520.0000000,1491
SPFB.RTS-12.18,1,26/10/18,18:40,109530.0000000,109550.0000000,109480.0000000,109530.0000000,716
SPFB.RTS-12.18,1,26/10/18,18:41,109530.0000000,109580.0000000,109500.0000000,109540.0000000,1355
SPFB.RTS-12.18,1,26/10/18,18:42,109540.0000000,109560.0000000,109470.0000000,109520.0000000,552
SPFB.RTS-12.18,1,26/10/18,18:43,109520.0000000,109560.0000000,109500.0000000,109550.0000000,503
SPFB.RTS-12.18,1,26/10/18,18:44,109550.0000000,109580.0000000,109520.0000000,109540.0000000,516
SPFB.RTS-12.18,1,26/10/18,18:45,109530.0000000,109550.0000000,109420.0000000,109420.0000000,1352
SPFB.RTS-12.18,1,26/10/18,19:06,109520.0000000,110110.0000000,109450.0000000,109970.0000000,7779
SPFB.RTS-12.18,1,26/10/18,19:07,109970.0000000,110000.0000000,109880.0000000,109890.0000000,1631
SPFB.RTS-12.18,1,26/10/18,19:08,109900.0000000,109940.0000000,109890.0000000,109900.0000000,601
SPFB.RTS-12.18,1,26/10/18,19:09,109900.0000000,109900.0000000,109780.0000000,109790.0000000,1235
SPFB.RTS-12.18,1,26/10/18,19:10,109790.0000000,109920.0000000,109780.0000000,109890.0000000,832
SPFB.RTS-12.18,1,26/10/18,19:11,109880.0000000,109960.0000000,109810.0000000,109840.0000000,1133
SPFB.RTS-12.18,1,26/10/18,19:12,109830.0000000,109850.0000000,109790.0000000,109850.0000000,799
SPFB.RTS-12.18,1,26/10/18,19:13,109820.0000000,109890.0000000,109810.0000000,109860.0000000,774
SPFB.RTS-12.18,1,26/10/18,19:14,109860.0000000,109890.0000000,109780.0000000,109890.0000000,365
SPFB.RTS-12.18,1,26/10/18,19:15,109880.0000000,109930.0000000,109860.0000000,109890.0000000,434
SPFB.RTS-12.18,1,26/10/18,19:16,109910.0000000,109910.0000000,109760.0000000,109800.0000000,596
SPFB.RTS-12.18,1,26/10/18,19:17,109810.0000000,109860.0000000,109800.0000000,109830.0000000,207
SPFB.RTS-12.18,1,26/10/18,19:18,109820.0000000,109840.0000000,109760.0000000,109830.0000000,241
SPFB.RTS-12.18,1,26/10/18,19:19,109820.0000000,109840.0000000,109750.0000000,109810.0000000,853
SPFB.RTS-12.18,1,26/10/18,19:20,109820.0000000,109940.0000000,109800.0000000,109930.0000000,724
SPFB.RTS-12.18,1,26/10/18,19:21,109930.0000000,110020.0000000,109920.0000000,110000.0000000,1101
SPFB.RTS-12.18,1,26/10/18,19:22,110000.0000000,110020.0000000,109910.0000000,109950.0000000,416
SPFB.RTS-12.18,1,26/10/18,19:23,109940.0000000,109940.0000000,109870.0000000,109880.0000000,307
SPFB.RTS-12.18,1,26/10/18,19:24,109880.0000000,109920.0000000,109800.0000000,109840.0000000,555
SPFB.RTS-12.18,1,26/10/18,19:25,109840.0000000,109910.0000000,109830.0000000,109880.0000000,319
SPFB.RTS-12.18,1,26/10/18,19:26,109870.0000000,109930.0000000,109870.0000000,109920.0000000,255
SPFB.RTS-12.18,1,26/10/18,19:27,109910.0000000,109910.0000000,109860.0000000,109880.0000000,187
SPFB.RTS-12.18,1,26/10/18,19:28,109870.0000000,109870.0000000,109820.0000000,109830.0000000,755
SPFB.RTS-12.18,1,26/10/18,19:29,109830.0000000,109840.0000000,109730.0000000,109740.0000000,339
SPFB.RTS-12.18,1,26/10/18,19:30,109730.0000000,109830.0000000,109700.0000000,109800.0000000,591
SPFB.RTS-12.18,1,26/10/18,19:31,109800.0000000,109840.0000000,109760.0000000,109820.0000000,343
SPFB.RTS-12.18,1,26/10/18,19:32,109830.0000000,109980.0000000,109830.0000000,109970.0000000,488
SPFB.RTS-12.18,1,26/10/18,19:33,109970.0000000,110000.0000000,109920.0000000,109920.0000000,553
SPFB.RTS-12.18,1,26/10/18,19:34,109930.0000000,109980.0000000,109920.0000000,109950.0000000,296
SPFB.RTS-12.18,1,26/10/18,19:35,109950.0000000,109960.0000000,109890.0000000,109930.0000000,132
SPFB.RTS-12.18,1,26/10/18,19:36,109920.0000000,109980.0000000,109900.0000000,109910.0000000,138
SPFB.RTS-12.18,1,26/10/18,19:37,109910.0000000,109920.0000000,109820.0000000,109860.0000000,329
SPFB.RTS-12.18,1,26/10/18,19:38,109860.0000000,109870.0000000,109800.0000000,109810.0000000,339
SPFB.RTS-12.18,1,26/10/18,19:39,109800.0000000,109850.0000000,109770.0000000,109820.0000000,246
SPFB.RTS-12.18,1,26/10/18,19:40,109810.0000000,109840.0000000,109770.0000000,109840.0000000,211
SPFB.RTS-12.18,1,26/10/18,19:41,109820.0000000,109860.0000000,109790.0000000,109860.0000000,122
SPFB.RTS-12.18,1,26/10/18,19:42,109870.0000000,109900.0000000,109820.0000000,109900.0000000,253
SPFB.RTS-12.18,1,26/10/18,19:43,109900.0000000,109950.0000000,109880.0000000,109880.0000000,283
SPFB.RTS-12.18,1,26/10/18,19:44,109910.0000000,110000.0000000,109900.0000000,110000.0000000,532
SPFB.RTS-12.18,1,26/10/18,19:45,110000.0000000,110020.0000000,109970.0000000,110000.0000000,405
SPFB.RTS-12.18,1,26/10/18,19:46,110000.0000000,110040.0000000,110000.0000000,110030.0000000,471
SPFB.RTS-12.18,1,26/10/18,19:47,110020.0000000,110160.0000000,110020.0000000,110100.0000000,1155
SPFB.RTS-12.18,1,26/10/18,19:48,110110.0000000,110130.0000000,110020.0000000,110090.0000000,933
SPFB.RTS-12.18,1,26/10/18,19:49,110080.0000000,110090.0000000,110050.0000000,110080.0000000,693
SPFB.RTS-12.18,1,26/10/18,19:50,110080.0000000,110110.0000000,110050.0000000,110100.0000000,385
SPFB.RTS-12.18,1,26/10/18,19:51,110100.0000000,110110.0000000,110070.0000000,110100.0000000,291
SPFB.RTS-12.18,1,26/10/18,19:52,110110.0000000,110120.0000000,110050.0000000,110070.0000000,558
SPFB.RTS-12.18,1,26/10/18,19:53,110070.0000000,110070.0000000,109840.0000000,109840.0000000,1697
SPFB.RTS-12.18,1,26/10/18,19:54,109840.0000000,109900.0000000,109820.0000000,109870.0000000,680
SPFB.RTS-12.18,1,26/10/18,19:55,109870.0000000,109880.0000000,109850.0000000,109860.0000000,359
SPFB.RTS-12.18,1,26/10/18,19:56,109870.0000000,109870.0000000,109790.0000000,109800.0000000,580
SPFB.RTS-12.18,1,26/10/18,19:57,109790.0000000,109800.0000000,109750.0000000,109750.0000000,628
SPFB.RTS-12.18,1,26/10/18,19:58,109750.0000000,109820.0000000,109730.0000000,109740.0000000,989
SPFB.RTS-12.18,1,26/10/18,19:59,109730.0000000,109740.0000000,109670.0000000,109690.0000000,607
SPFB.RTS-12.18,1,26/10/18,20:00,109690.0000000,109760.0000000,109670.0000000,109750.0000000,591
SPFB.RTS-12.18,1,26/10/18,20:01,109740.0000000,109860.0000000,109710.0000000,109860.0000000,1173
SPFB.RTS-12.18,1,26/10/18,20:02,109840.0000000,109860.0000000,109750.0000000,109760.0000000,229
SPFB.RTS-12.18,1,26/10/18,20:03,109770.0000000,109830.0000000,109750.0000000,109830.0000000,321
SPFB.RTS-12.18,1,26/10/18,20:04,109820.0000000,109870.0000000,109810.0000000,109840.0000000,261
SPFB.RTS-12.18,1,26/10/18,20:05,109840.0000000,109950.0000000,109810.0000000,109950.0000000,391
SPFB.RTS-12.18,1,26/10/18,20:06,109940.0000000,110000.0000000,109900.0000000,109930.0000000,575
SPFB.RTS-12.18,1,26/10/18,20:07,109940.0000000,109940.0000000,109810.0000000,109830.0000000,427
SPFB.RTS-12.18,1,26/10/18,20:08,109820.0000000,109860.0000000,109810.0000000,109840.0000000,502
SPFB.RTS-12.18,1,26/10/18,20:09,109850.0000000,109860.0000000,109790.0000000,109820.0000000,365
SPFB.RTS-12.18,1,26/10/18,20:10,109820.0000000,109850.0000000,109760.0000000,109770.0000000,359
SPFB.RTS-12.18,1,26/10/18,20:11,109770.0000000,109820.0000000,109760.0000000,109790.0000000,99
SPFB.RTS-12.18,1,26/10/18,20:12,109800.0000000,109800.0000000,109740.0000000,109770.0000000,452
SPFB.RTS-12.18,1,26/10/18,20:13,109770.0000000,109890.0000000,109770.0000000,109890.0000000,316
SPFB.RTS-12.18,1,26/10/18,20:14,109880.0000000,109890.0000000,109810.0000000,109810.0000000,329
SPFB.RTS-12.18,1,26/10/18,20:15,109830.0000000,109830.0000000,109710.0000000,109790.0000000,1018
SPFB.RTS-12.18,1,26/10/18,20:16,109800.0000000,109840.0000000,109780.0000000,109840.0000000,547
SPFB.RTS-12.18,1,26/10/18,20:17,109830.0000000,109850.0000000,109770.0000000,109840.0000000,588
SPFB.RTS-12.18,1,26/10/18,20:18,109830.0000000,109860.0000000,109790.0000000,109820.0000000,667
SPFB.RTS-12.18,1,26/10/18,20:19,109830.0000000,109850.0000000,109740.0000000,109760.0000000,354
SPFB.RTS-12.18,1,26/10/18,20:20,109760.0000000,109900.0000000,109740.0000000,109880.0000000,271
SPFB.RTS-12.18,1,26/10/18,20:21,109890.0000000,109900.0000000,109790.0000000,109800.0000000,354
SPFB.RTS-12.18,1,26/10/18,20:22,109800.0000000,109830.0000000,109760.0000000,109810.0000000,155
SPFB.RTS-12.18,1,26/10/18,20:23,109800.0000000,109870.0000000,109800.0000000,109830.0000000,115
SPFB.RTS-12.18,1,26/10/18,20:24,109810.0000000,109810.0000000,109680.0000000,109690.0000000,680
SPFB.RTS-12.18,1,26/10/18,20:25,109690.0000000,109690.0000000,109570.0000000,109600.0000000,1072
